"species","age_at_maturity","aggressiveness","bleaching_response_index","chlorophyll_a_concentration","coloniality","colony_max_diameter","corallite_area","dark_respiration","egg_diameter","fecundity_polyp","growth_form","growthFormClasses","growth_rate","lipid_content","mode_larval_development","reduced_scattering_coefficient","size_at_maturity","skeletal_density","symbiodinium_density","tissue_thickness","sexual_system","zooxanthellae"
"Montipora porites",NA,NA,NA,NA,"colonial",NA,0.00567450173054657,NA,NA,NA,"encrusting_long_uprights","encrusting_long_uprights",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Montipora samarensis",NA,NA,NA,NA,"colonial",NA,0.00282743338823081,NA,NA,NA,"branching_open","branching",NA,NA,"spawner",NA,NA,NA,NA,NA,"hermaphrodite","zooxanthellate"
"Montipora saudii",NA,NA,NA,NA,"colonial",100,0.0038484510006475,NA,NA,NA,"encrusting_long_uprights","encrusting_long_uprights",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Montipora setosa",NA,NA,NA,NA,"colonial",NA,0.00441786466911065,NA,NA,NA,"digitate","digitate",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Montipora spongiosa",NA,NA,NA,NA,"colonial",NA,0.0038484510006475,NA,NA,NA,"branching_closed","branching",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Montipora spongodes",NA,NA,60.91,NA,"colonial",NA,0.00865901475145687,NA,NA,NA,"encrusting","encrusting",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Montipora spumosa",NA,44.6,NA,NA,"colonial",NA,0.00502654824574367,NA,NA,NA,"encrusting","encrusting",NA,NA,"spawner",NA,NA,NA,NA,NA,"hermaphrodite","zooxanthellate"
"Montipora stellata",NA,NA,NA,NA,"colonial",NA,0.00441786466911065,NA,NA,NA,"digitate","digitate",NA,NA,"spawner",NA,NA,NA,960000,NA,"hermaphrodite","zooxanthellate"
"Montipora stilosa",NA,NA,NA,NA,"colonial",NA,0.0038484510006475,NA,NA,NA,"submassive","massive",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Montipora taiwanensis",NA,NA,NA,NA,"colonial",50,0.0038484510006475,NA,NA,NA,"submassive","massive",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Montipora tortuosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"branching_closed","branching",NA,NA,"spawner",NA,NA,NA,NA,NA,"hermaphrodite","zooxanthellate"
"Montipora tuberculosa",NA,20.8,29.43,NA,"colonial",NA,0.00502654824574367,NA,NA,NA,"massive","massive",NA,NA,"spawner",NA,NA,NA,NA,NA,"hermaphrodite","zooxanthellate"
"Montipora turgescens",NA,NA,NA,NA,"colonial",NA,0.00636172512351933,NA,NA,NA,"massive","massive",NA,NA,"spawner",NA,NA,NA,3320000,NA,"hermaphrodite","zooxanthellate"
"Montipora turtlensis",NA,NA,NA,NA,"colonial",NA,0.00441786466911065,NA,NA,NA,"digitate","digitate",NA,NA,"spawner",NA,NA,NA,NA,NA,"hermaphrodite","zooxanthellate"
"Montipora undata",NA,44.6,43.45,NA,"colonial",NA,0.00785398163397448,NA,NA,NA,"laminar","laminar",26,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Montipora venosa",NA,5.9,16.38,NA,"colonial",NA,0.0176714586764426,NA,NA,NA,"massive","massive",NA,NA,"spawner",NA,NA,NA,NA,NA,"hermaphrodite","zooxanthellate"
"Montipora verrilli",NA,NA,NA,NA,"colonial",NA,0.00441786466911065,NA,NA,NA,"encrusting","encrusting",17.2,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Montipora verrucosa",NA,44.6,2.75,NA,"colonial",NA,0.00950331777710913,NA,NA,NA,"laminar","laminar",26.8060837438424,NA,"spawner",8.27,NA,NA,NA,NA,"hermaphrodite","zooxanthellate"
"Montipora verruculosa",NA,NA,NA,NA,"colonial",200,0.00441786466911065,NA,NA,NA,"encrusting","encrusting",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Montipora vietnamensis",NA,NA,NA,NA,"colonial",NA,0.00282743338823081,NA,NA,NA,"digitate","digitate",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Moseleya latistellata",NA,NA,NA,NA,"colonial",25,32.6745270927423,NA,NA,NA,"submassive","massive",NA,NA,"spawner",NA,NA,NA,NA,NA,"hermaphrodite","zooxanthellate"
"Mussa angulosa",NA,50.3,11,NA,"both",50,28.2743338823081,NA,NA,NA,"massive","massive",NA,NA,NA,NA,NA,NA,NA,NA,"hermaphrodite","zooxanthellate"
"Mussismilia braziliensis",NA,NA,NA,NA,"colonial",NA,0.907625752576176,NA,NA,NA,"massive","massive",8,NA,"spawner",NA,NA,NA,NA,NA,"hermaphrodite","zooxanthellate"
"Mussismilia harttii",NA,NA,NA,NA,"colonial",100,2.48845554090848,NA,NA,NA,"massive","massive",NA,NA,"spawner",NA,NA,NA,NA,NA,"hermaphrodite","zooxanthellate"
"Mussismilia hispida",NA,NA,NA,NA,"colonial",50,2.53057251742066,NA,NA,NA,"massive","massive",NA,NA,"spawner",NA,NA,NA,NA,NA,"hermaphrodite","zooxanthellate"
"Mycedium elephantotus",NA,59.5,13.85,NA,"colonial",300,0.601320468851171,NA,NA,NA,"laminar","laminar",NA,NA,"spawner",24.39,NA,NA,NA,NA,"hermaphrodite","zooxanthellate"
"Mycedium mancaoi",NA,NA,NA,NA,"colonial",NA,0.237582944427728,NA,NA,NA,"laminar","laminar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Mycedium robokaki",NA,NA,NA,NA,"colonial",NA,0.237582944427728,NA,NA,NA,"laminar","laminar",NA,NA,NA,NA,NA,NA,NA,NA,"hermaphrodite","zooxanthellate"
"Mycedium spina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"laminar","laminar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Mycedium steeni",NA,NA,NA,NA,"colonial",30,0.0433736135736241,NA,NA,NA,"laminar","laminar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Mycedium umbra",NA,NA,NA,NA,"colonial",100,1.25681377602268,NA,NA,NA,"encrusting","encrusting",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Mycetophyllia aliciae",NA,37.7,11,NA,"colonial",13.62,2.40528187540469,NA,NA,NA,"massive","massive",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Mycetophyllia danaana",NA,32.7,11,NA,"colonial",NA,1.11220233918713,NA,NA,NA,"encrusting","encrusting",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Mycetophyllia ferox",NA,47.8,11,NA,"colonial",22,0.686614709396134,NA,NA,NA,"laminar","laminar",NA,NA,"brooder",NA,NA,NA,NA,NA,"hermaphrodite","zooxanthellate"
"Mycetophyllia lamarckiana",NA,32.7,11,NA,"colonial",13.28,1.70873187924157,NA,NA,NA,"encrusting","encrusting",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Mycetophyllia reesi",NA,42.8,2.75,NA,"colonial",NA,0.629123563835441,NA,NA,NA,"laminar","laminar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Nemenzophyllia turbida",NA,NA,NA,NA,"colonial",200,0.825158945419444,NA,NA,NA,"massive","massive",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Oculina arbuscula",NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Oculina diffusa",NA,NA,11,NA,"colonial",NA,0.173494454294496,NA,NA,NA,"branching_closed","branching",NA,NA,NA,NA,NA,NA,NA,NA,"gonochore","both"
"Oculina patagonica",NA,NA,NA,NA,"colonial",NA,0.045238934211693,NA,NA,NA,"branching_closed","branching",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Oculina robusta",NA,NA,NA,NA,"colonial",NA,0.0855298599939821,NA,NA,NA,"branching_open","branching",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Oculina tenella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"both"
"Oculina valenciennesi",NA,NA,2.75,NA,"colonial",NA,0.0510705155749191,NA,NA,NA,"branching_closed","branching",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Oculina varicosa",NA,NA,2.75,NA,"colonial",50,0.101787601976309,NA,NA,NA,"branching_closed","branching",NA,NA,"spawner",NA,NA,NA,NA,NA,"gonochore","both"
"Orbicella annularis",NA,36.7,18.89,7.308,"colonial",800,0.0779311327631118,1.05,NA,NA,"massive","massive",7.55981485429993,1.90846153846154,"spawner",14.5,NA,1.6349446494465,2250406.95,NA,"hermaphrodite","zooxanthellate"
"Orbicella faveolata",NA,NA,21.96,13.48,NA,1000,NA,0.14,NA,NA,"massive","massive",7.23611111111111,NA,"spawner",NA,NA,1.18,3095399.29,0.24,"hermaphrodite","zooxanthellate"
"Orbicella franksi",NA,NA,17.37,6.17,NA,500,NA,NA,NA,NA,"massive","massive",10.8103125,NA,"spawner",NA,NA,NA,1682027.03,NA,"hermaphrodite","zooxanthellate"
"Oulastrea crispata",NA,NA,NA,NA,"colonial",NA,0.162597054777357,NA,NA,NA,"encrusting","encrusting",NA,NA,"spawner",NA,NA,NA,NA,NA,"hermaphrodite","zooxanthellate"
"Oulophyllia bennettae",NA,NA,NA,NA,"colonial",NA,1.79078635236252,NA,NA,NA,"massive","massive",NA,NA,"spawner",NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Oulophyllia crispa",NA,NA,22.43,NA,"colonial",100,0.679290871522453,NA,NA,NA,"massive","massive",21,NA,"spawner",NA,NA,NA,NA,NA,"hermaphrodite","zooxanthellate"
"Oulophyllia levis",NA,NA,NA,NA,"colonial",NA,1.39975624176102,NA,NA,NA,"massive","massive",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Oxypora convoluta",NA,NA,NA,NA,"colonial",200,0.273397100678652,NA,NA,NA,"laminar","laminar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Oxypora crassispinosa",NA,NA,NA,NA,"colonial",NA,0.441786466911065,NA,NA,NA,"laminar","laminar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Oxypora egyptensis",NA,NA,NA,NA,"colonial",100,0.924590352905561,NA,NA,NA,"submassive","massive",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Oxypora glabra",NA,NA,NA,NA,"colonial",NA,0.306796157577128,NA,NA,NA,"laminar","laminar",NA,NA,"spawner",NA,NA,NA,NA,NA,"hermaphrodite","zooxanthellate"
"Oxypora lacera",NA,NA,6.94,NA,"colonial",NA,0.435915615639669,NA,NA,NA,"laminar","laminar",NA,NA,"spawner",NA,NA,NA,NA,NA,"hermaphrodite","zooxanthellate"
"Pachyseris foliosa",NA,NA,NA,NA,"colonial",NA,0.177205460616549,NA,NA,NA,"laminar","laminar",NA,NA,NA,NA,NA,NA,NA,NA,"gonochore","zooxanthellate"
"Pachyseris gemmae",NA,NA,57.38,NA,"colonial",NA,0.0433736135736241,NA,NA,NA,"laminar","laminar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Pachyseris inattesa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"laminar","laminar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Pachyseris involuta",NA,NA,NA,NA,"colonial",NA,0.113411494794592,NA,NA,NA,"laminar","laminar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Pachyseris rugosa",NA,20.8,21.72,NA,"colonial",1000,0.0962112750161874,NA,NA,NA,"laminar","laminar",NA,NA,"spawner",NA,NA,NA,NA,NA,"gonochore","zooxanthellate"
"Pachyseris speciosa",NA,20.8,39.28,NA,"colonial",2,0.0962112750161874,1,0.368,NA,"laminar","laminar",NA,NA,"spawner",NA,NA,NA,NA,NA,"gonochore","zooxanthellate"
"Palauastrea ramosa",NA,NA,5.5,NA,"colonial",NA,0.0103868907109313,NA,0.356,NA,"branching_closed","branching",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Paragoniastrea australensis",NA,NA,22.8,NA,"colonial",NA,0.672006303556942,NA,NA,NA,"submassive","massive",3.4,NA,"spawner",NA,NA,NA,NA,NA,"hermaphrodite","zooxanthellate"
"Paragoniastrea deformis",NA,NA,NA,NA,"colonial",NA,0.441786466911065,NA,NA,NA,"massive","massive",NA,NA,"spawner",NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Paragoniastrea russelli",NA,NA,14.73,NA,"colonial",NA,0.950331777710912,NA,NA,NA,"submassive","massive",NA,NA,"spawner",NA,NA,NA,NA,NA,"hermaphrodite","zooxanthellate"
"Paramontastraea peresi",NA,NA,NA,NA,"colonial",NA,0.601320468851171,NA,NA,NA,"massive","massive",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Paramontastraea salebrosa",NA,NA,NA,NA,"colonial",NA,0.132025431267111,NA,NA,NA,"massive","massive",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Paramontastraea serageldini",NA,NA,NA,NA,"colonial",80,0.1661902513749,NA,NA,NA,"massive","massive",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Pavona bipartita",NA,NA,NA,NA,"colonial",100,0.0490873852123405,NA,NA,NA,"submassive","massive",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Pavona cactus",NA,NA,31.5,NA,"colonial",1000,0.0113097335529233,NA,NA,NA,"digitate","digitate",42.7239010989011,NA,"spawner",6.86,NA,NA,NA,NA,"gonochore","zooxanthellate"
"Pavona chiriquiensis",NA,NA,NA,NA,NA,NA,0.00950331777710913,NA,NA,NA,"encrusting","encrusting",NA,NA,"spawner",NA,NA,NA,NA,NA,"gonochore","zooxanthellate"
"Pavona clavus",NA,3.3,44.56,NA,"colonial",2000,0.0510705155749191,NA,NA,NA,"columnar","columnar",13.5147962382445,NA,"spawner",6.11,NA,1.57410714285714,NA,NA,"gonochore","zooxanthellate"
"Pavona danai",NA,NA,NA,NA,NA,NA,0.0226980069221863,NA,NA,NA,"digitate","digitate",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Pavona decussata",NA,NA,5.43,NA,"colonial",20,0.057255526111674,NA,NA,NA,"digitate","digitate",NA,NA,NA,3.02,NA,NA,NA,NA,NA,"zooxanthellate"
"Pavona diffluens",NA,NA,NA,NA,"colonial",NA,0.0433736135736241,NA,NA,NA,"submassive","massive",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Pavona divaricata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"digitate","digitate",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Pavona duerdeni",NA,NA,47.6,NA,"colonial",NA,0.0314159265358979,NA,NA,NA,"massive","massive",8.75238095238095,NA,"spawner",NA,NA,NA,NA,NA,"gonochore","zooxanthellate"
"Pavona explanulata",NA,NA,3.41,NA,"colonial",NA,0.0551545860245858,NA,NA,NA,"laminar","laminar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Pavona frondifera",NA,NA,NA,NA,"colonial",NA,0.0330063578167778,NA,NA,NA,"digitate","digitate",NA,NA,NA,11.52,NA,NA,NA,NA,NA,"zooxanthellate"
"Pavona gigantea",NA,NA,36.86,NA,"colonial",NA,0.13854423602331,NA,NA,NA,"massive","massive",9.114,NA,"spawner",NA,NA,1.68630434782609,NA,NA,"gonochore","zooxanthellate"
"Pavona maldivensis",NA,NA,3.93,NA,"colonial",30,0.0962112750161874,NA,NA,NA,"columnar","columnar",12.05,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Pavona minuta",NA,NA,63.25,NA,"colonial",1000,0.0530929158456675,NA,NA,NA,"submassive","massive",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Pavona varians",NA,46.2,23.85,NA,"colonial",NA,0.38484510006475,NA,NA,NA,"encrusting","encrusting",3.485,NA,"spawner",10.01,NA,1.965,NA,NA,"gonochore","zooxanthellate"
"Pavona venosa",NA,NA,13.98,NA,"colonial",NA,0.412824909635784,NA,NA,NA,"encrusting","encrusting",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Pavona xarifae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Pectinia africana",NA,NA,NA,NA,"colonial",30,1.81458391671346,NA,NA,NA,"massive","massive",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Pectinia alcicornis",NA,NA,3.69,NA,"colonial",NA,3.14159265358979,NA,NA,NA,"digitate","digitate",NA,NA,"spawner",NA,NA,NA,NA,NA,"hermaphrodite","zooxanthellate"
"Pectinia crassa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"laminar","laminar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Pectinia elongata",NA,NA,NA,NA,"colonial",NA,0.672006303556942,NA,NA,NA,"branching_closed","branching",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Pectinia lactuca",NA,NA,68.81,NA,"colonial",100,6.49180669433203,NA,NA,NA,"encrusting","encrusting",NA,NA,"spawner",NA,NA,NA,NA,NA,"hermaphrodite","zooxanthellate"
"Pectinia maxima",NA,NA,NA,NA,"colonial",100,0.994019550549896,NA,NA,NA,"laminar","laminar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Pectinia paeonia",NA,NA,45.24,NA,"colonial",100,8.29576810088555,NA,NA,NA,"laminar","laminar",NA,NA,"spawner",NA,NA,NA,NA,NA,"hermaphrodite","zooxanthellate"
"Pectinia pygmaea",NA,NA,NA,NA,"colonial",NA,0.1661902513749,NA,NA,NA,"branching_closed","branching",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Pectinia teres",NA,NA,NA,NA,"colonial",NA,0.204282062299676,NA,NA,NA,"branching_closed","branching",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Physogyra lichtensteini",NA,NA,71.5,NA,"colonial",100,1.32732289614169,NA,0.511,NA,"massive","massive",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Physophyllia ayleni",NA,NA,NA,NA,"colonial",NA,1.32732289614169,NA,NA,NA,"laminar","laminar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Platygyra acuta",NA,NA,4.63,NA,"colonial",NA,0.177205460616549,NA,NA,NA,"massive","massive",NA,NA,NA,NA,NA,NA,NA,NA,"hermaphrodite","zooxanthellate"
"Platygyra carnosa",NA,NA,NA,NA,"colonial",40,0.125663706143592,NA,NA,NA,"massive","massive",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Platygyra contorta",NA,NA,NA,NA,"colonial",NA,0.13854423602331,NA,NA,NA,"massive","massive",NA,NA,"spawner",NA,NA,NA,NA,NA,"hermaphrodite","zooxanthellate"
"Platygyra crosslandi",NA,NA,NA,NA,"colonial",NA,0.200296166620434,NA,NA,NA,"massive","massive",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Platygyra daedalea",NA,44.6,45.36,NA,"colonial",NA,0.490166993776348,NA,0.396,NA,"massive","massive",22,NA,"spawner",5.79,NA,NA,NA,NA,"hermaphrodite","zooxanthellate"
"Platygyra lamellina",NA,63.7,39.59,NA,"colonial",NA,0.580880481648753,NA,NA,NA,"massive","massive",7.4,NA,"spawner",14.58,NA,NA,NA,NA,"hermaphrodite","zooxanthellate"
"Platygyra pini",NA,NA,38.32,NA,"colonial",NA,0.278050584796782,NA,NA,NA,"massive","massive",NA,NA,"spawner",NA,NA,NA,NA,NA,"hermaphrodite","zooxanthellate"
"Platygyra ryukyuensis",NA,NA,14.32,NA,"colonial",NA,0.0471435247579318,NA,NA,NA,"massive","massive",NA,NA,"spawner",NA,NA,NA,NA,4,"hermaphrodite","zooxanthellate"
"Platygyra sinensis",6.5,44.6,40.05,NA,"colonial",NA,0.196349540849362,NA,NA,77.3658536585366,"massive","massive",7.21627906976744,NA,"spawner",8.45,NA,NA,NA,NA,"hermaphrodite","zooxanthellate"
"Platygyra verweyi",NA,NA,34.91,NA,"colonial",NA,0.110446616727766,NA,NA,NA,"massive","massive",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Platygyra yaeyamaensis",NA,NA,NA,NA,NA,NA,0.152053084433746,NA,NA,NA,"massive","massive",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Plerogyra cauliformis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"massive","massive",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Plerogyra diabolotus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"massive","massive",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Plerogyra discus",NA,NA,NA,NA,"colonial",30,3.39794661412272,NA,NA,NA,"massive","massive",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Plerogyra eurysepta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"massive","massive",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Plerogyra multilobata",NA,NA,NA,NA,NA,NA,2.40528187540469,NA,NA,NA,"massive","massive",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Plerogyra simplex",NA,NA,NA,NA,"colonial",NA,2.40528187540469,NA,NA,NA,"branching_closed","branching",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Plerogyra sinuosa",NA,100,71.5,NA,"colonial",100,3.97607820219958,NA,0.489,NA,"massive","massive",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Plesiastrea versipora",NA,5.9,0,NA,"colonial",300,0.110446616727766,NA,NA,NA,"massive","massive",4.1375,NA,"spawner",NA,NA,NA,NA,NA,"gonochore","zooxanthellate"
"Pleuractis granulosa",NA,NA,NA,NA,"solitary",13.5,113.097335529233,NA,NA,NA,"massive","massive",5.72565891472868,NA,"spawner",NA,NA,NA,NA,NA,"gonochore","zooxanthellate"
"Pleuractis gravis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"massive","massive",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Pleuractis moluccensis",NA,NA,NA,NA,"solitary",NA,201.061929829747,NA,NA,NA,"massive","massive",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Pleuractis paumotensis",NA,NA,0,NA,"solitary",25,433.736135736241,NA,NA,NA,"massive","massive",NA,NA,"spawner",NA,NA,NA,NA,NA,"gonochore","zooxanthellate"
"Pleuractis seychellensis",NA,NA,NA,NA,"solitary",15,61.9321009358077,NA,NA,NA,"massive","massive",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Pleuractis taiwanensis",NA,NA,NA,NA,"solitary",28,292.552961883916,NA,NA,NA,"massive","massive",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Pocillopora acuta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"branching_closed","branching",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Pocillopora aliciae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"branching_closed","branching",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Pocillopora ankeli",NA,NA,NA,NA,"colonial",NA,0.00636172512351933,NA,NA,NA,"branching_closed","branching",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Pocillopora bairdi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"branching_closed","branching",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Pocillopora brevicornis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"branching_closed","branching",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Pocillopora capitata",NA,NA,35.15,NA,"colonial",NA,0.000962112750161874,NA,NA,NA,"branching_open","branching",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Pocillopora damicornis",NA,32.5,42.29,6.26454545454545,"colonial",200,0.00636172512351933,2.11666666666667,NA,NA,"branching_closed","branching",30.1299034749035,0.172,"both",7.67,NA,1.94583333333333,826000,0.9,"hermaphrodite","zooxanthellate"
"Pocillopora effusa",NA,NA,NA,NA,"colonial",200,0.00567450173054657,NA,NA,NA,"branching_open","branching",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Pocillopora elegans",NA,NA,30.97,0.72,"colonial",NA,0.00636172512351933,NA,NA,NA,"branching_closed","branching",40.7416,NA,"spawner",NA,NA,1.92733333333333,NA,NA,"hermaphrodite","zooxanthellate"
"Pocillopora fungiformis",NA,NA,NA,NA,"colonial",200,0.00441786466911065,NA,NA,NA,"encrusting_long_uprights","encrusting_long_uprights",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Pocillopora grandis",NA,11.9,21.85,NA,"colonial",100,0.00636172512351933,0.36,0.15,NA,"branching_open","branching",33.8190476190476,NA,"spawner",9.77,NA,NA,NA,NA,"hermaphrodite","zooxanthellate"
"Pocillopora indiania",NA,NA,NA,NA,"colonial",100,0.0103868907109313,NA,NA,NA,"branching_closed","branching",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Pocillopora inflata",NA,NA,41.25,NA,"colonial",NA,0.00567450173054656,NA,NA,NA,"branching_closed","branching",31.5,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Pocillopora kelleheri",NA,NA,NA,NA,"colonial",NA,0.00785398163397448,NA,NA,NA,"branching_open","branching",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Pocillopora ligulata",NA,NA,NA,NA,"colonial",50,0.0038484510006475,NA,NA,NA,"branching_closed","branching",14.5,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Pocillopora meandrina",NA,NA,32.77,NA,"colonial",100,0.00331830724035422,NA,NA,NA,"branching_closed","branching",23.9396666666667,NA,"spawner",NA,NA,1.42,NA,NA,"hermaphrodite","zooxanthellate"
"Pocillopora molokensis",NA,NA,NA,NA,"colonial",NA,0.00785398163397448,NA,NA,NA,"branching_closed","branching",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Pocillopora solida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"branching_closed","branching",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
"Pocillopora verrucosa",NA,70.2,26.3034482758621,NA,"colonial",100,0.00196349540849362,NA,NA,NA,"branching_closed","branching",40.9583908045977,NA,"spawner",NA,NA,NA,1710000,0.4,"hermaphrodite","zooxanthellate"
"Pocillopora woodjonesi",NA,NA,NA,NA,"colonial",NA,0.00567450173054657,NA,NA,NA,"branching_open","branching",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate"
