"species","age_at_maturity","aggressiveness","bleaching_response_index","chlorophyll_a_concentration","coloniality","colony_max_diameter","corallite_area","dark_respiration","egg_diameter","fecundity_polyp","growth_form","growthFormClasses","growth_rate","lipid_content","mode_larval_development","reduced_scattering_coefficient","size_at_maturity","skeletal_density","symbiodinium_density","tissue_thickness","sexual_system","zooxanthellae","comp1","comp2","comp3","comp4","comp5","comp6","comp7","comp8","comp9"
"Montipora calcarea",NA,NA,NA,NA,"colonial",NA,0.00502654824574367,NA,NA,NA,"digitate","digitate",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-7091.22,1246.95,5.57,-15.06,5.67,614.25,-150.66,-155.59,-7.72
"Montipora caliculata",NA,NA,39.76,NA,"colonial",NA,0.00567450173054656,NA,NA,NA,"massive","massive",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-7119.11,1275.2,-1.69,-20.42,2.33,679.55,-177.61,-183.5,-7.61
"Montipora capitata",NA,NA,13.75,11.37,"colonial",NA,0.00636172512351933,NA,NA,NA,"encrusting_long_uprights","encrusting_long_uprights",13.5323892405063,2.8,"spawner",NA,NA,NA,NA,NA,"hermaphrodite","zooxanthellate",-7127.73,1283.95,-3.93,-22.08,1.3,700.81,-186.39,-192.84,-7.62
"Montipora capricornis",NA,NA,NA,NA,"colonial",NA,0.00502654824574367,NA,NA,NA,"laminar","laminar",NA,NA,"spawner",NA,NA,NA,NA,NA,"hermaphrodite","zooxanthellate",-7123.66,1279.85,-2.87,-21.29,1.79,691.85,-182.69,-189.11,-7.65
"Montipora cebuensis",NA,NA,NA,NA,"colonial",NA,0.00282743338823081,NA,NA,NA,"laminar","laminar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-7084.49,1240.08,7.33,-13.61,6.44,597.71,-143.7,-147.95,-7.7
"Montipora circumvallata",NA,NA,NA,NA,"colonial",NA,0.00237582944427728,NA,NA,NA,"digitate","digitate",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-7126.47,1282.66,-3.59,-21.79,1.45,697.43,-184.93,-191.13,-7.6
"Montipora cocosensis",NA,NA,NA,NA,"colonial",NA,0.0122718463030851,NA,NA,NA,"submassive","massive",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-7123.41,1279.55,-2.8,-21.19,1.81,689.7,-181.73,-187.65,-7.59
"Montipora confusa",NA,NA,NA,NA,"colonial",100,0.00331830724035422,NA,NA,NA,"encrusting_long_uprights","encrusting_long_uprights",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-7124.3,1280.5,-3.03,-21.41,1.71,693.29,-183.28,-189.72,-7.65
"Montipora corbettensis",NA,NA,NA,NA,"colonial",NA,0.0038484510006475,NA,NA,NA,"digitate","digitate",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-7086.53,1243.49,5.64,-23.67,8.46,563.06,-134.23,-140.08,-7.7
"Montipora crassituberculata",NA,NA,15.87,NA,"colonial",NA,0.0143138815279185,NA,NA,NA,"laminar","laminar",NA,NA,"spawner",NA,NA,NA,NA,NA,"hermaphrodite","zooxanthellate",-7081.84,1237.41,8.02,-13.1,6.76,591.94,-141.31,-145.57,-7.73
"Montipora cryptus",NA,NA,NA,NA,"colonial",NA,0.0038484510006475,NA,NA,NA,"encrusting","encrusting",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-7105.01,1260.89,1.98,-17.7,4.02,645.83,-163.7,-168.92,-7.64
"Montipora danae",NA,NA,72.65,NA,"colonial",NA,0.0103868907109313,NA,NA,NA,"laminar","laminar",NA,NA,"spawner",NA,NA,NA,NA,NA,"hermaphrodite","zooxanthellate",-7128,1284.23,-4,-22.13,1.27,701.46,-186.66,-193.12,-7.62
"Montipora delicatula",NA,NA,NA,NA,"colonial",NA,0.00237582944427728,NA,NA,NA,"laminar","laminar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-7122.66,1278.84,-2.6,-21.08,1.9,689.68,-181.77,-188.17,-7.66
"Montipora digitata",NA,NA,18.52,3.575,"colonial",NA,0.00567450173054657,NA,0.337,NA,"branching_open","branching",32.3083553386912,6.8,"spawner",3.92,NA,NA,2470000,0.9,"hermaphrodite","zooxanthellate",-7124.73,1280.89,-3.14,-21.45,1.65,693.05,-183.12,-189.16,-7.6
"Montipora dilatata",NA,NA,38.5,NA,"colonial",30,0.00708821842466197,NA,NA,NA,"digitate","digitate",NA,NA,"spawner",NA,NA,NA,NA,NA,"hermaphrodite","zooxanthellate",-7127.12,1283.34,-3.77,-21.96,1.38,699.31,-185.77,-192.18,-7.62
"Montipora echinata",NA,NA,NA,NA,NA,NA,0.00441786466911065,NA,NA,NA,"branching_closed","branching",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-7102.99,1258.8,2.51,-17.21,4.24,640.21,-161.26,-165.99,-7.6
"Montipora efflorescens",NA,NA,NA,NA,"colonial",NA,0.00636172512351933,NA,NA,NA,"massive","massive",NA,NA,"spawner",NA,NA,NA,NA,NA,"hermaphrodite","zooxanthellate",-7122.4,1278.57,-2.53,-21.03,1.94,689.07,-181.51,-187.9,-7.66
"Montipora effusa",NA,NA,NA,NA,"colonial",NA,0.00441786466911065,NA,NA,NA,"submassive","massive",NA,NA,NA,NA,NA,NA,NA,NA,"hermaphrodite","zooxanthellate",-7116.21,1272.22,-0.92,-19.78,2.67,671.89,-174.36,-179.77,-7.58
"Montipora flabellata",NA,NA,38.5,NA,"colonial",50,0.000962112750161874,NA,NA,NA,"laminar","laminar",NA,NA,"spawner",5.36,NA,NA,NA,NA,"hermaphrodite","zooxanthellate",-7125.86,1282.06,-3.44,-21.72,1.53,696.24,-184.51,-190.84,-7.62
"Montipora florida",NA,NA,NA,NA,"colonial",NA,0.00282743338823081,NA,NA,NA,"laminar","laminar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-7127.75,1283.96,-3.93,-22.04,1.3,700.5,-186.21,-192.47,-7.6
"Montipora floweri",NA,NA,NA,NA,"colonial",NA,0.0038484510006475,NA,NA,NA,"submassive","massive",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-7119.11,1275.17,-1.68,-20.35,2.32,679.14,-177.36,-182.99,-7.59
"Montipora foliosa",NA,44.6,19.42,NA,"colonial",NA,0.00441786466911065,NA,NA,NA,"laminar","laminar",32.5,NA,"spawner",4.03,NA,NA,NA,NA,"hermaphrodite","zooxanthellate",-7122.59,1278.76,-2.58,-21.07,1.91,689.57,-181.73,-188.15,-7.66
"Montipora foveolata",NA,11.9,29.93,NA,"colonial",NA,0.0490873852123405,NA,NA,NA,"massive","massive",NA,NA,"spawner",NA,NA,NA,NA,NA,"hermaphrodite","zooxanthellate",-7105,1260.84,1.99,-17.6,4,644.98,-163.23,-168.07,-7.6
"Montipora friabilis",NA,NA,NA,NA,"colonial",NA,0.00636172512351933,NA,NA,NA,"laminar","laminar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-7122.68,1278.8,-2.61,-21.05,1.9,687.9,-180.98,-186.85,-7.59
"Montipora gaimardi",NA,NA,NA,NA,"colonial",NA,0.00282743338823081,NA,NA,NA,"encrusting_long_uprights","encrusting_long_uprights",NA,NA,NA,NA,NA,NA,NA,NA,"hermaphrodite","zooxanthellate",-7126.6,1282.82,-3.63,-21.86,1.44,698.37,-185.38,-191.83,-7.63
"Montipora grisea",NA,20.8,28.62,NA,"colonial",NA,0.00785398163397448,NA,NA,NA,"massive","massive",NA,NA,"spawner",NA,NA,NA,NA,NA,"hermaphrodite","zooxanthellate",-7099.98,1255.8,3.29,-16.74,4.62,634.16,-158.88,-163.95,-7.67
"Montipora hemispherica",NA,NA,NA,NA,"colonial",200,0.0038484510006475,NA,NA,NA,"digitate","digitate",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-7122.16,1278.28,-2.47,-20.94,1.96,686.59,-180.44,-186.27,-7.59
"Montipora hirsuta",NA,NA,NA,NA,"colonial",NA,0.00159043128087983,NA,NA,NA,"branching_open","branching",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-7095.73,1251.51,4.39,-15.92,5.13,624.41,-154.86,-159.84,-7.69
"Montipora hispida",NA,NA,61.58,NA,"colonial",NA,0.0103868907109313,NA,NA,NA,"encrusting_long_uprights","encrusting_long_uprights",NA,NA,"spawner",NA,NA,NA,NA,NA,"hermaphrodite","zooxanthellate",-7122.44,1278.62,-2.55,-21.05,1.93,689.24,-181.6,-188.02,-7.67
"Montipora hodgsoni",NA,NA,NA,NA,"colonial",NA,0.00237582944427728,NA,NA,NA,"laminar","laminar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-7106.97,1262.88,1.47,-18.08,3.78,650.45,-165.6,-170.9,-7.63
"Montipora hoffmeisteri",NA,NA,23.13,NA,"colonial",NA,0.00708821842466197,NA,NA,NA,"encrusting","encrusting",NA,NA,"spawner",NA,NA,NA,NA,NA,"hermaphrodite","zooxanthellate",-7125.61,1281.79,-3.37,-21.62,1.55,695.28,-184.04,-190.16,-7.6
"Montipora incrassata",NA,NA,NA,NA,"colonial",NA,0.0113097335529233,NA,NA,NA,"encrusting","encrusting",NA,NA,NA,NA,NA,NA,NA,NA,"hermaphrodite","zooxanthellate",-7127.14,1283.34,-3.77,-21.92,1.37,699.02,-185.59,-191.81,-7.6
"Montipora informis",NA,43.2,72.85,NA,"colonial",NA,0.0122718463030851,NA,NA,NA,"massive","massive",NA,NA,"spawner",5.64,NA,NA,NA,NA,"hermaphrodite","zooxanthellate",-7117.57,1273.6,-1.28,-20.05,2.51,675.2,-175.72,-181.22,-7.58
"Montipora kellyi",NA,NA,NA,NA,"colonial",NA,0.00441786466911065,NA,NA,NA,"branching_closed","branching",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-7120.54,1276.62,-2.05,-20.63,2.15,682.54,-178.76,-184.47,-7.59
"Montipora lobulata",NA,13.8,NA,NA,"colonial",NA,0.00950331777710913,NA,NA,NA,"submassive","massive",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-7116.21,1272.25,-0.93,-19.86,2.68,672.59,-174.74,-180.48,-7.62
"Montipora mactanensis",NA,NA,NA,NA,"colonial",NA,0.00441786466911065,NA,NA,NA,"digitate","digitate",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-7093.81,1249.57,4.89,-15.56,5.36,620.08,-153.07,-158.02,-7.7
"Montipora malampaya",NA,NA,NA,NA,"colonial",NA,0.00331830724035422,NA,NA,NA,"digitate","digitate",NA,NA,"spawner",NA,NA,NA,NA,NA,"hermaphrodite","zooxanthellate",-7112.12,1268.07,0.14,-18.99,3.15,661.99,-170.26,-175.44,-7.58
"Montipora meandrina",NA,NA,NA,NA,"colonial",20,0.00502654824574367,NA,NA,NA,"encrusting","encrusting",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-7114.77,1270.76,-0.55,-19.5,2.84,668.42,-172.92,-178.25,-7.58
"Montipora millepora",NA,NA,NA,NA,"colonial",NA,0.00237582944427728,NA,NA,NA,"encrusting","encrusting",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-7106.3,1262.17,1.65,-17.86,3.85,648.12,-164.53,-169.43,-7.6
"Montipora mollis",NA,NA,52.46,NA,"colonial",NA,0.00441786466911065,NA,NA,NA,"massive","massive",NA,NA,"spawner",NA,NA,NA,NA,NA,"hermaphrodite","zooxanthellate",-7125.45,1281.62,-3.33,-21.59,1.57,694.81,-183.85,-189.94,-7.6
"Montipora monasteriata",NA,5.9,31.43,37.6,"colonial",NA,0.00636172512351933,0.82,NA,NA,"laminar","laminar",NA,NA,"spawner",NA,NA,NA,1135200,NA,"hermaphrodite","zooxanthellate",-7110.39,1266.35,0.58,-18.74,3.37,658.63,-168.98,-174.43,-7.63
"Montipora niugini",NA,NA,NA,NA,"colonial",30,0.00331830724035422,NA,NA,NA,"digitate","digitate",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-7118.55,1274.59,-1.53,-20.24,2.39,677.59,-176.71,-182.27,-7.58
"Montipora nodosa",NA,NA,NA,NA,"colonial",NA,0.00865901475145687,NA,NA,NA,"massive","massive",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-7121.45,1277.55,-2.29,-20.8,2.04,684.81,-179.7,-185.47,-7.59
"Montipora orientalis",NA,NA,NA,NA,"colonial",NA,0.00567450173054656,NA,NA,NA,"columnar","columnar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-7108.46,1264.39,1.08,-18.37,3.6,653.99,-167.06,-172.42,-7.63
"Montipora pachytuberculata",NA,NA,NA,NA,"colonial",NA,0.00282743338823081,NA,NA,NA,"branching_closed","branching",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-7110.58,1266.51,0.54,-18.69,3.34,658.32,-168.75,-173.85,-7.59
"Montipora palawanensis",NA,NA,NA,NA,"colonial",200,0.00331830724035422,NA,NA,NA,"laminar","laminar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-7089.66,1245.31,5.99,-14.62,5.83,609.34,-148.51,-152.85,-7.67
"Montipora patula",NA,NA,13.75,NA,"colonial",200,0.00282743338823081,NA,NA,NA,"laminar","laminar",NA,NA,"spawner",NA,NA,NA,NA,NA,"hermaphrodite","zooxanthellate",-7123.41,1279.6,-2.8,-21.24,1.82,691.26,-182.44,-188.85,-7.65
"Montipora peltiformis",NA,11.9,45.32,NA,"colonial",NA,0.00502654824574367,NA,NA,NA,"submassive","massive",NA,NA,"spawner",NA,NA,NA,NA,NA,"hermaphrodite","zooxanthellate",-7122.56,1278.73,-2.58,-21.06,1.92,689.48,-181.69,-188.1,-7.66
"Montipora porites",NA,NA,NA,NA,"colonial",NA,0.00567450173054657,NA,NA,NA,"encrusting_long_uprights","encrusting_long_uprights",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-7099.32,1255.09,3.47,-16.5,4.68,631.6,-157.7,-162.3,-7.62
"Montipora samarensis",NA,NA,NA,NA,"colonial",NA,0.00282743338823081,NA,NA,NA,"branching_open","branching",NA,NA,"spawner",NA,NA,NA,NA,NA,"hermaphrodite","zooxanthellate",-7114.01,1270.02,-0.36,-19.44,2.94,667.24,-172.53,-178.15,-7.62
"Montipora saudii",NA,NA,NA,NA,"colonial",100,0.0038484510006475,NA,NA,NA,"encrusting_long_uprights","encrusting_long_uprights",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-7095.26,1250.98,4.53,-15.71,5.16,622.3,-153.86,-158.37,-7.64
"Montipora setosa",NA,NA,NA,NA,"colonial",NA,0.00441786466911065,NA,NA,NA,"digitate","digitate",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-7117.85,1273.91,-1.36,-20.18,2.48,676.48,-176.35,-182.16,-7.61
"Montipora spongiosa",NA,NA,NA,NA,"colonial",NA,0.0038484510006475,NA,NA,NA,"branching_closed","branching",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-7114.99,1271.01,-0.62,-19.62,2.82,669.63,-173.52,-179.19,-7.62
"Montipora spongodes",NA,NA,60.91,NA,"colonial",NA,0.00865901475145687,NA,NA,NA,"encrusting","encrusting",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-7125.91,1282.09,-3.45,-21.68,1.51,696.06,-184.37,-190.52,-7.6
"Montipora spumosa",NA,44.6,NA,NA,"colonial",NA,0.00502654824574367,NA,NA,NA,"encrusting","encrusting",NA,NA,"spawner",NA,NA,NA,NA,NA,"hermaphrodite","zooxanthellate",-7112.83,1268.82,-0.06,-19.21,3.08,664.41,-171.36,-176.92,-7.62
"Montipora stellata",NA,NA,NA,NA,"colonial",NA,0.00441786466911065,NA,NA,NA,"digitate","digitate",NA,NA,"spawner",NA,NA,NA,960000,NA,"hermaphrodite","zooxanthellate",-7128.47,1284.69,-4.12,-22.19,1.21,702.35,-186.98,-193.32,-7.6
"Montipora stilosa",NA,NA,NA,NA,"colonial",NA,0.0038484510006475,NA,NA,NA,"submassive","massive",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-7124.09,1280.23,-2.97,-21.32,1.73,691.43,-182.44,-188.43,-7.59
"Montipora taiwanensis",NA,NA,NA,NA,"colonial",50,0.0038484510006475,NA,NA,NA,"submassive","massive",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-7101.2,1256.99,2.98,-16.86,4.45,635.98,-159.51,-164.17,-7.61
"Montipora tuberculosa",NA,20.8,29.43,NA,"colonial",NA,0.00502654824574367,NA,NA,NA,"massive","massive",NA,NA,"spawner",NA,NA,NA,NA,NA,"hermaphrodite","zooxanthellate",-7094.15,1249.85,4.82,-15.49,5.29,619.72,-152.8,-157.26,-7.64
"Montipora turgescens",NA,NA,NA,NA,"colonial",NA,0.00636172512351933,NA,NA,NA,"massive","massive",NA,NA,"spawner",NA,NA,NA,3320000,NA,"hermaphrodite","zooxanthellate",-7125.27,1281.45,-3.29,-21.6,1.6,694.8,-183.91,-190.21,-7.62
"Montipora turtlensis",NA,NA,NA,NA,"colonial",NA,0.00441786466911065,NA,NA,NA,"digitate","digitate",NA,NA,"spawner",NA,NA,NA,NA,NA,"hermaphrodite","zooxanthellate",-7126.67,1282.88,-3.65,-21.87,1.43,698.19,-185.31,-191.68,-7.62
"Montipora undata",NA,44.6,43.45,NA,"colonial",NA,0.00785398163397448,NA,NA,NA,"laminar","laminar",26,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-7126.68,1282.89,-3.65,-21.87,1.43,698.53,-185.45,-191.89,-7.63
"Montipora venosa",NA,5.9,16.38,NA,"colonial",NA,0.0176714586764426,NA,NA,NA,"massive","massive",NA,NA,"spawner",NA,NA,NA,NA,NA,"hermaphrodite","zooxanthellate",-7097.89,1253.69,3.83,-16.34,4.87,629.35,-156.89,-161.92,-7.68
"Montipora verrilli",NA,NA,NA,NA,"colonial",NA,0.00441786466911065,NA,NA,NA,"encrusting","encrusting",17.2,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-7123.29,1279.47,-2.77,-21.22,1.83,691,-182.34,-188.75,-7.66
"Montipora verrucosa",NA,44.6,2.75,NA,"colonial",NA,0.00950331777710913,NA,NA,NA,"laminar","laminar",26.8060837438424,NA,"spawner",8.27,NA,NA,NA,NA,"hermaphrodite","zooxanthellate",-7127.74,1283.96,-3.93,-22.08,1.3,700.8,-186.39,-192.82,-7.62
"Montipora verruculosa",NA,NA,NA,NA,"colonial",200,0.00441786466911065,NA,NA,NA,"encrusting","encrusting",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-7113.36,1269.33,-0.18,-19.23,3.01,664.98,-171.5,-176.74,-7.58
"Montipora vietnamensis",NA,NA,NA,NA,"colonial",NA,0.00282743338823081,NA,NA,NA,"digitate","digitate",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",-7102.34,1258.2,2.67,-17.19,4.33,639.66,-161.15,-166.3,-7.65
"Moseleya latistellata",NA,NA,NA,NA,"colonial",25,32.6745270927423,NA,NA,NA,"submassive","massive",NA,NA,"spawner",NA,NA,NA,NA,NA,"hermaphrodite","zooxanthellate",7918.25,476.19,-682.34,102.87,2.26,5.04,20.91,1.51,-142.43
"Mussa angulosa",NA,50.3,11,NA,"both",50,28.2743338823081,NA,NA,NA,"massive","massive",NA,NA,NA,NA,NA,NA,NA,NA,"hermaphrodite","zooxanthellate",7835.13,429.78,-584.51,98.25,13.1,6.15,30.77,1.32,-114.91
"Mussismilia braziliensis",NA,NA,NA,NA,"colonial",NA,0.907625752576176,NA,NA,NA,"massive","massive",8,NA,"spawner",NA,NA,NA,NA,NA,"hermaphrodite","zooxanthellate",7930.99,483.21,-695.21,102.94,0.77,4.8,19.26,1.54,-143.85
"Mussismilia harttii",NA,NA,NA,NA,"colonial",100,2.48845554090848,NA,NA,NA,"massive","massive",NA,NA,"spawner",NA,NA,NA,NA,NA,"hermaphrodite","zooxanthellate",7930.8,483.1,-695,102.93,0.8,4.81,19.29,1.54,-143.69
"Mussismilia hispida",NA,NA,NA,NA,"colonial",50,2.53057251742066,NA,NA,NA,"massive","massive",NA,NA,"spawner",NA,NA,NA,NA,NA,"hermaphrodite","zooxanthellate",7931.63,483.56,-695.9,102.96,0.7,4.79,19.19,1.54,-144.35
"Mycedium elephantotus",NA,59.5,13.85,NA,"colonial",300,0.601320468851171,NA,NA,NA,"laminar","laminar",NA,NA,"spawner",24.39,NA,NA,NA,NA,"hermaphrodite","zooxanthellate",8079.2,567.35,-899.73,119.85,-22.94,3.6,-1.2,-0.42,169.07
"Mycedium mancaoi",NA,NA,NA,NA,"colonial",NA,0.237582944427728,NA,NA,NA,"laminar","laminar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",8078.81,567.12,-899.23,119.82,-22.89,3.6,-1.15,-0.41,168.67
"Mycedium robokaki",NA,NA,NA,NA,"colonial",NA,0.237582944427728,NA,NA,NA,"laminar","laminar",NA,NA,NA,NA,NA,NA,NA,NA,"hermaphrodite","zooxanthellate",8078.43,566.91,-898.75,119.79,-22.83,3.6,-1.1,-0.41,168.3
"Mycedium spina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"laminar","laminar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",8077.58,566.43,-897.66,119.71,-22.71,3.61,-0.98,-0.41,167.42
"Mycedium steeni",NA,NA,NA,NA,"colonial",30,0.0433736135736241,NA,NA,NA,"laminar","laminar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",8078.65,567.03,-899.02,119.8,-22.86,3.6,-1.13,-0.41,168.51
"Mycedium umbra",NA,NA,NA,NA,"colonial",100,1.25681377602268,NA,NA,NA,"encrusting","encrusting",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",8079.02,567.24,-899.5,119.84,-22.92,3.6,-1.18,-0.41,168.88
"Mycetophyllia aliciae",NA,37.7,11,NA,"colonial",13.62,2.40528187540469,NA,NA,NA,"massive","massive",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",7931.17,483.3,-695.39,102.95,0.75,4.8,19.24,1.54,-143.97
"Mycetophyllia danaana",NA,32.7,11,NA,"colonial",NA,1.11220233918713,NA,NA,NA,"encrusting","encrusting",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",7930.43,482.89,-694.59,102.92,0.84,4.81,19.33,1.54,-143.39
"Mycetophyllia ferox",NA,47.8,11,NA,"colonial",22,0.686614709396134,NA,NA,NA,"laminar","laminar",NA,NA,"brooder",NA,NA,NA,NA,NA,"hermaphrodite","zooxanthellate",7930.9,483.16,-695.11,102.94,0.78,4.8,19.27,1.54,-143.76
"Mycetophyllia lamarckiana",NA,32.7,11,NA,"colonial",13.28,1.70873187924157,NA,NA,NA,"encrusting","encrusting",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",7931.19,483.32,-695.42,102.95,0.75,4.8,19.24,1.54,-143.98
"Mycetophyllia reesi",NA,42.8,2.75,NA,"colonial",NA,0.629123563835441,NA,NA,NA,"laminar","laminar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",7931.08,483.26,-695.3,102.94,0.76,4.8,19.25,1.54,-143.9
"Nemenzophyllia turbida",NA,NA,NA,NA,"colonial",200,0.825158945419444,NA,NA,NA,"massive","massive",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",7262.09,106,161.04,45.2,96.14,11.86,102.49,1.63,-351.38
"Oculina arbuscula",NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",7055.81,-13.56,487,9.36,132.33,12.89,137.85,2.38,-752.07
"Oculina diffusa",NA,NA,11,NA,"colonial",NA,0.173494454294496,NA,NA,NA,"branching_closed","branching",NA,NA,NA,NA,NA,NA,NA,NA,"gonochore","both",7055.49,-13.73,486.95,9.48,132.32,12.9,137.87,2.38,-750.47
"Oculina patagonica",NA,NA,NA,NA,"colonial",NA,0.045238934211693,NA,NA,NA,"branching_closed","branching",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",7055.8,-13.57,487,9.36,132.33,12.89,137.86,2.38,-752.05
"Oculina robusta",NA,NA,NA,NA,"colonial",NA,0.0855298599939821,NA,NA,NA,"branching_open","branching",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",7055.78,-13.58,487,9.37,132.33,12.89,137.86,2.38,-751.94
"Oculina tenella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"both",7055.77,-13.58,487,9.37,132.33,12.89,137.86,2.38,-751.91
"Oculina valenciennesi",NA,NA,2.75,NA,"colonial",NA,0.0510705155749191,NA,NA,NA,"branching_closed","branching",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",7055.66,-13.64,486.98,9.41,132.32,12.89,137.86,2.38,-751.38
"Oculina varicosa",NA,NA,2.75,NA,"colonial",50,0.101787601976309,NA,NA,NA,"branching_closed","branching",NA,NA,"spawner",NA,NA,NA,NA,NA,"gonochore","both",7055.62,-13.65,486.97,9.42,132.32,12.9,137.86,2.38,-751.17
"Orbicella annularis",NA,36.7,18.89,7.308,"colonial",800,0.0779311327631118,1.05,NA,NA,"massive","massive",7.55981485429993,1.90846153846154,"spawner",14.5,NA,1.6349446494465,2250406.95,NA,"hermaphrodite","zooxanthellate",7953.63,496.43,-734.24,107.77,-3.99,4.81,15.32,0.72,-8.06
"Orbicella faveolata",NA,NA,21.96,13.48,NA,1000,NA,0.14,NA,NA,"massive","massive",7.23611111111111,NA,"spawner",NA,NA,1.18,3095399.29,0.24,"hermaphrodite","zooxanthellate",7950.2,494.6,-732.56,108.23,-3.92,4.91,15.5,0.44,27.25
"Orbicella franksi",NA,NA,17.37,6.17,NA,500,NA,NA,NA,NA,"massive","massive",10.8103125,NA,"spawner",NA,NA,NA,1682027.03,NA,"hermaphrodite","zooxanthellate",7966.33,503.19,-741.16,106.22,-4.33,4.45,14.83,1.57,-130.98
"Oulastrea crispata",NA,NA,NA,NA,"colonial",NA,0.162597054777357,NA,NA,NA,"encrusting","encrusting",NA,NA,"spawner",NA,NA,NA,NA,NA,"hermaphrodite","zooxanthellate",6702.31,-225.39,1212.72,-118.64,226.62,-9.11,-0.28,0.19,-15.58
"Oulophyllia bennettae",NA,NA,NA,NA,"colonial",NA,1.79078635236252,NA,NA,NA,"massive","massive",NA,NA,"spawner",NA,NA,NA,NA,NA,NA,"zooxanthellate",8085.33,570.87,-907.74,120.45,-23.86,3.52,-2.33,-0.25,176.72
"Oulophyllia crispa",NA,NA,22.43,NA,"colonial",100,0.679290871522453,NA,NA,NA,"massive","massive",21,NA,"spawner",NA,NA,NA,NA,NA,"hermaphrodite","zooxanthellate",8080.4,568.07,-901.34,120,-23.13,3.57,-1.58,-0.29,171.12
"Oulophyllia levis",NA,NA,NA,NA,"colonial",NA,1.39975624176102,NA,NA,NA,"massive","massive",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zooxanthellate",8074.98,564.98,-894.34,119.5,-22.33,3.64,-0.7,-0.36,164.96
